run_id,condition,query_entity_idx,max_logprob_token,max_logprob,a1_token,a1_logprob,a2_token,a2_logprob,correct_answer
3,control,0, Israel,-0.906661331653595,Jer,-10.48311710357666,M,-13.531075477600098,a1
3,attribute,0, this,-3.252873420715332,Jer,-11.548136711120605,M,-10.933304786682129,a1
3,entity,0,"
",-1.8033367395401,Jer,-13.638345718383789,M,-10.911640167236328,a1
3,both,0,"
",-1.8033367395401,Jer,-13.638345718383789,M,-10.911640167236328,a1
3,control,1, Russia,-1.1053967475891113,Jer,-12.196439743041992,M,-12.786003112792969,a2
3,attribute,1, this,-4.003681659698486,Jer,-12.509029388427734,M,-10.028059005737305,a2
3,entity,1, B,-2.829746723175049,Jer,-12.658878326416016,M,-9.751699447631836,a2
3,both,1, B,-2.829746723175049,Jer,-12.658878326416016,M,-9.751699447631836,a2
4,control,0, Russia,-1.0489046573638916,M,-12.841402053833008,Am,-14.85232925415039,a1
4,attribute,0, this,-2.883676528930664,M,-11.596065521240234,Am,-13.625285148620605,a1
4,entity,0, New,-3.2210853099823,M,-11.275864601135254,Am,-11.560306549072266,a1
4,both,0, New,-3.2210853099823,M,-11.275864601135254,Am,-11.560306549072266,a1
4,control,1, Jordan,-0.7495129704475403,M,-13.616820335388184,Am,-13.302330017089844,a2
4,attribute,1,:,-2.97762393951416,M,-11.632527351379395,Am,-12.212154388427734,a2
4,entity,1, New,-2.9208364486694336,M,-10.827163696289062,Am,-9.809671401977539,a2
4,both,1, New,-2.9208364486694336,M,-10.827163696289062,Am,-9.809671401977539,a2
5,control,0, France,-1.2918757200241089,Can,-11.927210807800293,Paris,-11.361241340637207,a1
5,attribute,0, Prague,-3.908663749694824,Can,-11.857633590698242,Paris,-14.149259567260742,a1
5,entity,0, my,-2.942303419113159,Can,-11.934503555297852,Paris,-13.559213638305664,a1
5,both,0, my,-2.942303419113159,Can,-11.934503555297852,Paris,-13.559213638305664,a1
5,control,1, France,-0.6496219038963318,Can,-14.55803108215332,Paris,-11.020976066589355,a2
5,attribute,1, answers,-3.9156413078308105,Can,-13.957662582397461,Paris,-16.639446258544922,a2
5,entity,1, my,-3.094672441482544,Can,-13.209383010864258,Paris,-16.04507827758789,a2
5,both,1, my,-3.094672441482544,Can,-13.209383010864258,Paris,-16.04507827758789,a2
6,control,0, Germany,-1.4242322444915771,Ber,-11.731690406799316,Tok,-11.688849449157715,a1
6,attribute,0, Sof,-3.5673675537109375,Ber,-11.178558349609375,Tok,-17.580524444580078,a1
6,entity,0, B,-2.0274267196655273,Ber,-11.816960334777832,Tok,-17.07660675048828,a1
6,both,0, B,-2.0274267196655273,Ber,-11.816960334777832,Tok,-17.07660675048828,a1
6,control,1, Tokyo,-1.257856011390686,Ber,-12.576054573059082,Tok,-10.29780387878418,a2
6,attribute,1,:,-4.070947647094727,Ber,-13.572328567504883,Tok,-17.93166732788086,a2
6,entity,1,"
",-3.5094313621520996,Ber,-9.15450668334961,Tok,-16.653091430664062,a2
6,both,1,"
",-3.5094313621520996,Ber,-9.15450668334961,Tok,-16.653091430664062,a2
7,control,0, China,-1.3729987144470215,Be,-11.993701934814453,Tok,-11.672706604003906,a1
7,attribute,0,:,-3.3393030166625977,Be,-9.154325485229492,Tok,-16.643817901611328,a1
7,entity,0, [,-2.321453809738159,Be,-12.388495445251465,Tok,-17.515565872192383,a1
7,both,0, [,-2.321453809738159,Be,-12.388495445251465,Tok,-17.515565872192383,a1
7,control,1, Japan,-1.5129356384277344,Be,-13.332050323486328,Tok,-10.539308547973633,a2
7,attribute,1,:,-2.425109624862671,Be,-9.507434844970703,Tok,-15.817842483520508,a2
7,entity,1, New,-2.493921995162964,Be,-13.006402969360352,Tok,-18.276865005493164,a2
7,both,1, New,-2.493921995162964,Be,-13.006402969360352,Tok,-18.276865005493164,a2
8,control,0, France,-1.0038166046142578,Paris,-11.049139022827148,Ot,-15.220428466796875,a1
8,attribute,0,:,-3.673936605453491,Paris,-15.595279693603516,Ot,-14.563064575195312,a1
8,entity,0, Monte,-3.487914562225342,Paris,-15.467203140258789,Ot,-13.239004135131836,a1
8,both,0, Monte,-3.487914562225342,Paris,-15.467203140258789,Ot,-13.239004135131836,a1
8,control,1, Canada,-1.2575246095657349,Paris,-11.728988647460938,Ot,-13.062718391418457,a2
8,attribute,1,:,-3.251007318496704,Paris,-16.100278854370117,Ot,-14.278903007507324,a2
8,entity,1, New,-2.5584776401519775,Paris,-14.324726104736328,Ot,-12.422954559326172,a2
8,both,1, New,-2.5584776401519775,Paris,-14.324726104736328,Ot,-12.422954559326172,a2
9,control,0, Spain,-1.092260718345642,Mad,-11.791836738586426,Mexico,-9.333881378173828,a1
9,attribute,0, Byz,-2.7193706035614014,Mad,-10.849993705749512,Mexico,-14.407052040100098,a1
9,entity,0, my,-3.0152106285095215,Mad,-9.831121444702148,Mexico,-14.056623458862305,a1
9,both,0, my,-3.0152106285095215,Mad,-9.831121444702148,Mexico,-14.056623458862305,a1
9,control,1, Mexico,-0.25588157773017883,Mad,-14.274697303771973,Mexico,-8.487020492553711,a2
9,attribute,1, Byz,-3.5549328327178955,Mad,-12.249924659729004,Mexico,-14.349974632263184,a2
9,entity,1, Mal,-4.16420841217041,Mad,-11.377450942993164,Mexico,-13.782036781311035,a2
9,both,1, Mal,-4.16420841217041,Mad,-11.377450942993164,Mexico,-13.782036781311035,a2
10,control,0, Russia,-0.8959078192710876,M,-13.041988372802734,Am,-14.724632263183594,a1
10,attribute,0,:,-3.3038840293884277,M,-10.328546524047852,Am,-12.635198593139648,a1
10,entity,0, New,-2.2962255477905273,M,-11.490036010742188,Am,-12.620978355407715,a1
10,both,0, New,-2.2962255477905273,M,-11.490036010742188,Am,-12.620978355407715,a1
10,control,1, Jordan,-0.5847164392471313,M,-13.409951210021973,Am,-13.486818313598633,a2
10,attribute,1,:,-2.962087869644165,M,-11.955466270446777,Am,-11.239126205444336,a2
10,entity,1, New,-2.717705011367798,M,-11.552992820739746,Am,-10.28599739074707,a2
10,both,1, New,-2.717705011367798,M,-11.552992820739746,Am,-10.28599739074707,a2
11,control,0, Brazil,-1.259108543395996,Can,-11.925542831420898,B,-11.606142044067383,a1
11,attribute,0, this,-2.6209020614624023,Can,-10.716411590576172,B,-10.701458930969238,a1
11,entity,0, New,-2.7489442825317383,Can,-10.688536643981934,B,-8.598134994506836,a1
11,both,0, New,-2.7489442825317383,Can,-10.688536643981934,B,-8.598134994506836,a1
11,control,1, Brazil,-0.9951644539833069,Can,-13.130481719970703,B,-11.45665168762207,a2
11,attribute,1,:,-3.444211006164551,Can,-12.934172630310059,B,-10.947720527648926,a2
11,entity,1, I,-3.083491325378418,Can,-11.789517402648926,B,-10.261091232299805,a2
11,both,1, I,-3.083491325378418,Can,-11.789517402648926,B,-10.261091232299805,a2
12,control,0, Berlin,-1.4920670986175537,Ber,-11.560075759887695,B,-11.898694038391113,a1
12,attribute,0, the,-3.0894415378570557,Ber,-12.44799518585205,B,-9.235090255737305,a1
12,entity,0, my,-2.786226272583008,Ber,-11.473244667053223,B,-11.631622314453125,a1
12,both,0, my,-2.786226272583008,Ber,-11.473244667053223,B,-11.631622314453125,a1
12,control,1, Brazil,-1.2959632873535156,Ber,-11.949200630187988,B,-11.03509521484375,a2
12,attribute,1,:,-2.2929677963256836,Ber,-13.320855140686035,B,-10.232439994812012,a2
12,entity,1,"
",-3.0617384910583496,Ber,-10.461694717407227,B,-10.68598747253418,a2
12,both,1,"
",-3.0617384910583496,Ber,-10.461694717407227,B,-10.68598747253418,a2
13,control,0, Mexico,-0.251639723777771,Mexico,-8.279248237609863,Tok,-12.90424919128418,a1
13,attribute,0, Gary,-0.8234003782272339,Mexico,-16.719961166381836,Tok,-14.593870162963867,a1
13,entity,0, my,-1.9621963500976562,Mexico,-14.299591064453125,Tok,-16.88990592956543,a1
13,both,0, my,-1.9621963500976562,Mexico,-14.299591064453125,Tok,-16.88990592956543,a1
13,control,1, Japan,-1.3051443099975586,Mexico,-9.131927490234375,Tok,-10.757706642150879,a2
13,attribute,1,:,-3.2658565044403076,Mexico,-16.222604751586914,Tok,-15.824397087097168,a2
13,entity,1, “,-3.240406036376953,Mexico,-12.412652015686035,Tok,-16.337535858154297,a2
13,both,1, “,-3.240406036376953,Mexico,-12.412652015686035,Tok,-16.337535858154297,a2
14,control,0, Jordan,-0.718323826789856,Am,-13.820703506469727,B,-13.032437324523926,a1
14,attribute,0, comments,-3.5495426654815674,Am,-12.22757625579834,B,-12.624076843261719,a1
14,entity,0,"
",-1.8583725690841675,Am,-13.546302795410156,B,-11.175871849060059,a1
14,both,0,"
",-1.8583725690841675,Am,-13.546302795410156,B,-11.175871849060059,a1
14,control,1, Brazil,-0.453972190618515,Am,-15.911698341369629,B,-12.074405670166016,a2
14,attribute,1, this,-3.978081464767456,Am,-12.403746604919434,B,-10.697090148925781,a2
14,entity,1,"
",-1.785758137702942,Am,-14.198477745056152,B,-10.812143325805664,a2
14,both,1,"
",-1.785758137702942,Am,-14.198477745056152,B,-10.812143325805664,a2
15,control,0, India,-1.064895510673523,New,-12.8267183303833,Mad,-11.984874725341797,a1
15,attribute,0,:,-2.8833460807800293,New,-11.527952194213867,Mad,-12.073406219482422,a1
15,entity,0, New,-3.119431495666504,New,-10.398157119750977,Mad,-11.970287322998047,a1
15,both,0, New,-3.119431495666504,New,-10.398157119750977,Mad,-11.970287322998047,a1
15,control,1, Spain,-0.7314463257789612,New,-14.020983695983887,Mad,-11.425149917602539,a2
15,attribute,1,:,-1.9026046991348267,New,-11.557936668395996,Mad,-12.072086334228516,a2
15,entity,1, I,-3.1167685985565186,New,-10.746886253356934,Mad,-10.97422981262207,a2
15,both,1, I,-3.1167685985565186,New,-10.746886253356934,Mad,-10.97422981262207,a2
16,control,0, China,-0.6979096531867981,Be,-13.17078685760498,Can,-13.31537914276123,a1
16,attribute,0, this,-2.8436408042907715,Be,-10.204893112182617,Can,-13.10457992553711,a1
16,entity,0, my,-2.115433692932129,Be,-12.8126220703125,Can,-11.302895545959473,a1
16,both,0, my,-2.115433692932129,Be,-12.8126220703125,Can,-11.302895545959473,a1
16,control,1, Australia,-1.0618833303451538,Be,-14.787315368652344,Can,-11.372410774230957,a2
16,attribute,1, **,-2.2380826473236084,Be,-11.319940567016602,Can,-12.854206085205078,a2
16,entity,1,"
",-2.6671252250671387,Be,-14.128700256347656,Can,-10.335046768188477,a2
16,both,1,"
",-2.6671252250671387,Be,-14.128700256347656,Can,-10.335046768188477,a2
17,control,0, Russia,-1.2279802560806274,M,-13.436844825744629,Tok,-10.894789695739746,a1
17,attribute,0, this,-3.174267053604126,M,-11.408913612365723,Tok,-14.466753005981445,a1
17,entity,0, my,-2.9208481311798096,M,-10.349821090698242,Tok,-15.445686340332031,a1
17,both,0, my,-2.9208481311798096,M,-10.349821090698242,Tok,-15.445686340332031,a1
17,control,1, Japan,-1.1402654647827148,M,-13.66036319732666,Tok,-9.7441987991333,a2
17,attribute,1, this,-2.848104953765869,M,-10.40678596496582,Tok,-15.594301223754883,a2
17,entity,1, New,-2.903055191040039,M,-10.30966567993164,Tok,-15.228185653686523,a2
17,both,1, New,-2.903055191040039,M,-10.30966567993164,Tok,-15.228185653686523,a2
18,control,0, Australia,-1.252260446548462,Can,-11.256736755371094,Tok,-11.781092643737793,a1
18,attribute,0, this,-2.910092353820801,Can,-10.87110710144043,Tok,-17.791915893554688,a1
18,entity,0, my,-2.8769330978393555,Can,-11.048832893371582,Tok,-14.451863288879395,a1
18,both,0, my,-2.8769330978393555,Can,-11.048832893371582,Tok,-14.451863288879395,a1
18,control,1, Tokyo,-1.3817096948623657,Can,-12.724225044250488,Tok,-10.270532608032227,a2
18,attribute,1,:,-3.0419769287109375,Can,-11.74324893951416,Tok,-17.671215057373047,a2
18,entity,1, Y,-2.6672937870025635,Can,-11.27763843536377,Tok,-16.29352378845215,a2
18,both,1, Y,-2.6672937870025635,Can,-11.27763843536377,Tok,-16.29352378845215,a2
19,control,0, Russia,-0.7922325134277344,M,-13.47854232788086,Ot,-14.079522132873535,a1
19,attribute,0, **,-3.368161201477051,M,-11.568825721740723,Ot,-13.995627403259277,a1
19,entity,0, my,-2.2013750076293945,M,-11.967694282531738,Ot,-13.837652206420898,a1
19,both,0, my,-2.2013750076293945,M,-11.967694282531738,Ot,-13.837652206420898,a1
19,control,1, Canada,-1.3294984102249146,M,-14.500720977783203,Ot,-12.053253173828125,a2
19,attribute,1, **,-3.6647939682006836,M,-12.126801490783691,Ot,-13.053060531616211,a2
19,entity,1, New,-3.0169782638549805,M,-11.482372283935547,Ot,-12.388320922851562,a2
19,both,1, New,-3.0169782638549805,M,-11.482372283935547,Ot,-12.388320922851562,a2
20,control,0, France,-0.6460643410682678,Paris,-11.50802993774414,Jer,-13.680834770202637,a1
20,attribute,0, this,-4.0456366539001465,Paris,-14.867984771728516,Jer,-14.043771743774414,a1
20,entity,0, I,-2.4294450283050537,Paris,-16.333892822265625,Jer,-12.358258247375488,a1
20,both,0, I,-2.4294450283050537,Paris,-16.333892822265625,Jer,-12.358258247375488,a1
20,control,1, Israel,-1.1400043964385986,Paris,-12.079938888549805,Jer,-10.92115306854248,a2
20,attribute,1,:,-3.6558358669281006,Paris,-15.768754959106445,Jer,-13.95793628692627,a2
20,entity,1, New,-2.351104259490967,Paris,-14.287712097167969,Jer,-11.185815811157227,a2
20,both,1, New,-2.351104259490967,Paris,-14.287712097167969,Jer,-11.185815811157227,a2
21,control,0, Berlin,-1.4257686138153076,Ber,-11.578123092651367,M,-13.115605354309082,a1
21,attribute,0, Byz,-3.8032596111297607,Ber,-12.861617088317871,M,-12.752685546875,a1
21,entity,0, B,-2.6556553840637207,Ber,-10.710260391235352,M,-11.912290573120117,a1
21,both,0, B,-2.6556553840637207,Ber,-10.710260391235352,M,-11.912290573120117,a1
21,control,1, Russia,-1.1061944961547852,Ber,-12.461779594421387,M,-12.335875511169434,a2
21,attribute,1, Pho,-3.120894432067871,Ber,-13.872490882873535,M,-11.947959899902344,a2
21,entity,1, New,-2.2437357902526855,Ber,-10.028180122375488,M,-10.072433471679688,a2
21,both,1, New,-2.2437357902526855,Ber,-10.028180122375488,M,-10.072433471679688,a2
22,control,0, Israel,-1.2720242738723755,Am,-13.199434280395508,Jer,-10.410224914550781,a1
22,attribute,0, RT,-3.4003803730010986,Am,-11.334372520446777,Jer,-11.240204811096191,a1
22,entity,0, Me,-4.031915187835693,Am,-11.435489654541016,Jer,-12.204641342163086,a1
22,both,0, Me,-4.031915187835693,Am,-11.435489654541016,Jer,-12.204641342163086,a1
22,control,1, Israel,-1.0755748748779297,Am,-13.041999816894531,Jer,-9.189913749694824,a2
22,attribute,1,:,-2.5550732612609863,Am,-10.988191604614258,Jer,-12.444643020629883,a2
22,entity,1, its,-3.732325792312622,Am,-11.153005599975586,Jer,-13.404982566833496,a2
22,both,1, its,-3.732325792312622,Am,-11.153005599975586,Jer,-13.404982566833496,a2
23,control,0, Israel,-1.2894302606582642,Can,-11.476577758789062,Jer,-14.252676010131836,a1
23,attribute,0, Lithuan,-3.237417221069336,Can,-11.850997924804688,Jer,-15.992582321166992,a1
23,entity,0, [,-2.7358953952789307,Can,-10.796093940734863,Jer,-12.932135581970215,a1
23,both,0, [,-2.7358953952789307,Can,-10.796093940734863,Jer,-12.932135581970215,a1
23,control,1, Israel,-1.1623361110687256,Can,-13.4251127243042,Jer,-10.987813949584961,a2
23,attribute,1,:,-3.0697829723358154,Can,-13.156198501586914,Jer,-13.257765769958496,a2
23,entity,1, New,-2.8202598094940186,Can,-11.029990196228027,Jer,-10.817253112792969,a2
23,both,1, New,-2.8202598094940186,Can,-11.029990196228027,Jer,-10.817253112792969,a2
24,control,0, India,-1.1965739727020264,Te,-13.022550582885742,New,-14.287299156188965,a1
24,attribute,0, this,-1.8331745862960815,Te,-14.393250465393066,New,-12.430562019348145,a1
24,entity,0, my,-2.738596200942993,Te,-12.789314270019531,New,-11.662569046020508,a1
24,both,0, my,-2.738596200942993,Te,-12.789314270019531,New,-11.662569046020508,a1
24,control,1, India,-0.594874918460846,Te,-13.529783248901367,New,-13.433992385864258,a2
24,attribute,1,:,-3.897413730621338,Te,-14.015581130981445,New,-12.711196899414062,a2
24,entity,1,"
",-3.1188950538635254,Te,-13.576053619384766,New,-11.043451309204102,a2
24,both,1,"
",-3.1188950538635254,Te,-13.576053619384766,New,-11.043451309204102,a2
25,control,0, France,-0.6660329103469849,Paris,-11.493946075439453,New,-14.832930564880371,a1
25,attribute,0, this,-3.5459015369415283,Paris,-14.789444923400879,New,-10.876379013061523,a1
25,entity,0, my,-2.0331194400787354,Paris,-15.660314559936523,New,-11.187824249267578,a1
25,both,0, my,-2.0331194400787354,Paris,-15.660314559936523,New,-11.187824249267578,a1
25,control,1, India,-1.0707684755325317,Paris,-11.728172302246094,New,-13.56825065612793,a2
25,attribute,1,:,-2.567990303039551,Paris,-18.339126586914062,New,-11.80595588684082,a2
25,entity,1, New,-2.9796884059906006,Paris,-14.852784156799316,New,-9.806723594665527,a2
25,both,1, New,-2.9796884059906006,Paris,-14.852784156799316,New,-9.806723594665527,a2
26,control,0, France,-0.6931257843971252,Paris,-11.136330604553223,Te,-14.600177764892578,a1
26,attribute,0, Byz,-3.8064658641815186,Paris,-16.317480087280273,Te,-15.395535469055176,a1
26,entity,0, my,-2.6067490577697754,Paris,-16.5340576171875,Te,-13.381999969482422,a1
26,both,0, my,-2.6067490577697754,Paris,-16.5340576171875,Te,-13.381999969482422,a1
26,control,1, Iran,-1.3854002952575684,Paris,-11.127798080444336,Te,-12.287332534790039,a2
26,attribute,1, *,-3.1137657165527344,Paris,-15.656805992126465,Te,-14.848118782043457,a2
26,entity,1, New,-3.651188611984253,Paris,-13.845855712890625,Te,-12.643855094909668,a2
26,both,1, New,-3.651188611984253,Paris,-13.845855712890625,Te,-12.643855094909668,a2
27,control,0, Mexico,-0.19954752922058105,Mexico,-8.199589729309082,Paris,-12.913251876831055,a1
27,attribute,0, **,-3.470531463623047,Mexico,-16.265533447265625,Paris,-15.915132522583008,a1
27,entity,0, my,-1.371221661567688,Mexico,-15.67867660522461,Paris,-15.17309856414795,a1
27,both,0, my,-1.371221661567688,Mexico,-15.67867660522461,Paris,-15.17309856414795,a1
27,control,1, France,-1.0450501441955566,Mexico,-9.567306518554688,Paris,-11.357295989990234,a2
27,attribute,1, this,-3.000244617462158,Mexico,-17.884531021118164,Paris,-17.571924209594727,a2
27,entity,1, B,-3.3442745208740234,Mexico,-14.420615196228027,Paris,-17.300479888916016,a2
27,both,1, B,-3.3442745208740234,Mexico,-14.420615196228027,Paris,-17.300479888916016,a2
28,control,0, Jordan,-0.56684410572052,Am,-13.963028907775879,Ot,-16.28095817565918,a1
28,attribute,0,:,-2.7862610816955566,Am,-13.456365585327148,Ot,-13.852731704711914,a1
28,entity,0, B,-3.4292876720428467,Am,-11.392297744750977,Ot,-12.54148006439209,a1
28,both,0, B,-3.4292876720428467,Am,-11.392297744750977,Ot,-12.54148006439209,a1
28,control,1, Canada,-0.6058748364448547,Am,-15.120800018310547,Ot,-13.966711044311523,a2
28,attribute,1,:,-2.2647571563720703,Am,-12.516220092773438,Ot,-15.19525146484375,a2
28,entity,1, New,-3.497582197189331,Am,-12.179590225219727,Ot,-12.380908966064453,a2
28,both,1, New,-3.497582197189331,Am,-12.179590225219727,Ot,-12.380908966064453,a2
29,control,0, Canada,-0.8433929681777954,Ot,-12.745950698852539,Paris,-12.191064834594727,a1
29,attribute,0, this,-2.9369053840637207,Ot,-14.835433959960938,Paris,-16.994625091552734,a1
29,entity,0,"
",-3.395094633102417,Ot,-12.360590934753418,Paris,-14.603251457214355,a1
29,both,0,"
",-3.395094633102417,Ot,-12.360590934753418,Paris,-14.603251457214355,a1
29,control,1, France,-0.623641312122345,Ot,-15.562088012695312,Paris,-11.312493324279785,a2
29,attribute,1,:,-3.458683967590332,Ot,-16.883075714111328,Paris,-18.439960479736328,a2
29,entity,1,"
",-3.2447030544281006,Ot,-13.091602325439453,Paris,-14.98876953125,a2
29,both,1,"
",-3.2447030544281006,Ot,-13.091602325439453,Paris,-14.98876953125,a2
30,control,0, India,-1.0955066680908203,New,-12.189129829406738,M,-13.254264831542969,a1
30,attribute,0, Chen,-3.4976024627685547,New,-10.54288387298584,M,-11.685434341430664,a1
30,entity,0, my,-2.674888849258423,New,-9.890379905700684,M,-12.283783912658691,a1
30,both,0, my,-2.674888849258423,New,-9.890379905700684,M,-12.283783912658691,a1
30,control,1, Russia,-1.0087229013442993,New,-12.696539878845215,M,-12.969374656677246,a2
30,attribute,1, ,-3.631768226623535,New,-9.949909210205078,M,-11.206347465515137,a2
30,entity,1, New,-2.9132180213928223,New,-9.243217468261719,M,-9.95262336730957,a2
30,both,1, New,-2.9132180213928223,New,-9.243217468261719,M,-9.95262336730957,a2
31,control,0, Iran,-1.1659587621688843,Te,-12.726113319396973,Am,-13.396279335021973,a1
31,attribute,0, this,-2.8641483783721924,Te,-14.38011646270752,Am,-13.522560119628906,a1
31,entity,0, I,-3.082991123199463,Te,-12.173141479492188,Am,-10.459745407104492,a1
31,both,0, I,-3.082991123199463,Te,-12.173141479492188,Am,-10.459745407104492,a1
31,control,1, Jordan,-0.4160342514514923,Te,-14.575020790100098,Am,-12.737716674804688,a2
31,attribute,1,:,-3.5548315048217773,Te,-13.288949966430664,Am,-9.961057662963867,a2
31,entity,1,"
",-2.5403659343719482,Te,-13.019413948059082,Am,-10.027290344238281,a2
31,both,1,"
",-2.5403659343719482,Te,-13.019413948059082,Am,-10.027290344238281,a2
32,control,0, Germany,-1.3317214250564575,Ber,-12.512381553649902,New,-13.838566780090332,a1
32,attribute,0, this,-2.90918231010437,Ber,-13.219696998596191,New,-13.155786514282227,a1
32,entity,0, B,-3.0802953243255615,Ber,-10.443822860717773,New,-9.979225158691406,a1
32,both,0, B,-3.0802953243255615,Ber,-10.443822860717773,New,-9.979225158691406,a1
32,control,1, India,-0.7249488830566406,Ber,-13.65976619720459,New,-13.151416778564453,a2
32,attribute,1, Chen,-4.27175760269165,Ber,-13.774652481079102,New,-12.674226760864258,a2
32,entity,1, New,-1.2533763647079468,Ber,-11.604104995727539,New,-7.63795280456543,a2
32,both,1, New,-1.2533763647079468,Ber,-11.604104995727539,New,-7.63795280456543,a2
33,control,0, Spain,-0.4537520706653595,Mad,-11.908061027526855,New,-14.253355979919434,a1
33,attribute,0, Tab,-3.294009208679199,Mad,-11.498417854309082,New,-13.024062156677246,a1
33,entity,0, [,-2.823493242263794,Mad,-11.244243621826172,New,-10.966137886047363,a1
33,both,0, [,-2.823493242263794,Mad,-11.244243621826172,New,-10.966137886047363,a1
33,control,1, Spain,-1.210206389427185,Mad,-12.479607582092285,New,-13.999072074890137,a2
33,attribute,1, Tab,-2.975952625274658,Mad,-11.399385452270508,New,-13.905488967895508,a2
33,entity,1, New,-2.427126169204712,Mad,-11.221443176269531,New,-9.86780071258545,a2
33,both,1, New,-2.427126169204712,Mad,-11.221443176269531,New,-9.86780071258545,a2
34,control,0, Australia,-1.361332893371582,Can,-11.712058067321777,Paris,-11.262308120727539,a1
34,attribute,0, @,-3.2191855907440186,Can,-11.685022354125977,Paris,-16.307876586914062,a1
34,entity,0, my,-2.4030065536499023,Can,-11.046524047851562,Paris,-13.995506286621094,a1
34,both,0, my,-2.4030065536499023,Can,-11.046524047851562,Paris,-13.995506286621094,a1
34,control,1, France,-0.5729268193244934,Can,-14.230462074279785,Paris,-11.038344383239746,a2
34,attribute,1, additional,-3.6676063537597656,Can,-13.413346290588379,Paris,-16.74634552001953,a2
34,entity,1, New,-3.7625694274902344,Can,-13.08486557006836,Paris,-14.196235656738281,a2
34,both,1, New,-3.7625694274902344,Can,-13.08486557006836,Paris,-14.196235656738281,a2
35,control,0, China,-0.861606240272522,Be,-12.857773780822754,Ber,-13.345039367675781,a1
35,attribute,0,:,-3.071350336074829,Be,-10.737299919128418,Ber,-12.853766441345215,a1
35,entity,0, my,-1.326814889907837,Be,-14.34990406036377,Ber,-12.577811241149902,a1
35,both,0, my,-1.326814889907837,Be,-14.34990406036377,Ber,-12.577811241149902,a1
35,control,1, Germany,-1.2465511560440063,Be,-14.347027778625488,Ber,-11.607708930969238,a2
35,attribute,1,:,-3.3834705352783203,Be,-12.301149368286133,Ber,-12.127412796020508,a2
35,entity,1,"
",-1.624163031578064,Be,-12.591301918029785,Ber,-9.943451881408691,a2
35,both,1,"
",-1.624163031578064,Be,-12.591301918029785,Ber,-9.943451881408691,a2
36,control,0, Brazil,-1.143405795097351,Am,-14.795332908630371,B,-12.74692153930664,a1
36,attribute,0,:,-2.834432601928711,Am,-12.658334732055664,B,-11.918166160583496,a1
36,entity,0, my,-2.927361249923706,Am,-13.203696250915527,B,-11.324252128601074,a1
36,both,0, my,-2.927361249923706,Am,-13.203696250915527,B,-11.324252128601074,a1
36,control,1, Brazil,-0.3692457675933838,Am,-16.2285099029541,B,-12.267993927001953,a2
36,attribute,1, answer,-2.5948543548583984,Am,-13.350980758666992,B,-10.878523826599121,a2
36,entity,1,"
",-2.7665534019470215,Am,-11.737401962280273,B,-9.936882019042969,a2
36,both,1,"
",-2.7665534019470215,Am,-11.737401962280273,B,-9.936882019042969,a2
37,control,0, France,-0.7457090020179749,Paris,-11.98054027557373,B,-13.686464309692383,a1
37,attribute,0, this,-3.4862256050109863,Paris,-15.144508361816406,B,-10.81843376159668,a1
