run_id,seed,task_num,task_division,n_samples,min_class_count,max_class_count,mean_class_count,class_trn_acc,class_val_acc,cl_loss,actn_loss,actn_acc,emd,row_emd,cross_cl_loss,cross_actn_loss,cross_actn_acc,cross_emd,cross_row_emd,mtx_type,n_epochs,lr,cl_eps,shuffle_empty,method,incl_extra,calc_loss_in_aligned_basis,detach_cl_vecs,cl_1d,cl_loss_type,early_stop_patience,fig_every,rot_dtype,incl_cl_loss,incl_actn_loss,extra_dims,dupl_rank,zero_rank,cov_strength,n_samples_per_class,mask_dims
1764027947.8294137,11111,0,og_noholdouts,1000,100,100,100.0,1.0,1.0,0.17722992599010468,0.0779794305562973,1.0,4.037932872772217,0.035005465149879456,0.25313621759414673,0.0849890261888504,0.9980000257492065,4.003181457519531,0.03600155562162399,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,False,True,16,0,0,0,100,1
1764027947.8294137,11111,1,og_noholdouts,1000,100,100,100.0,1.0,1.0,0.1477753221988678,0.06977911293506622,1.0,4.048346042633057,0.024679172784090042,0.21171696484088898,0.07383906841278076,1.0,4.1425676345825195,0.028966723009943962,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,False,True,16,0,0,0,100,1
1764027960.5574374,11111,0,og_holdouts,800,100,100,100.0,0.999218761920929,1.0,0.19379980862140656,0.09556345641613007,1.0,3.9609384536743164,0.04974142834544182,0.20885539054870605,0.142269104719162,0.9950000047683716,4.010040760040283,0.059193793684244156,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,False,True,16,0,0,0,100,1
1764027960.5574374,11111,1,og_holdouts,800,100,100,100.0,0.999218761920929,1.0,0.035462405532598495,0.11360291391611099,1.0,4.233609676361084,0.030156712979078293,0.16357578337192535,0.0861472636461258,0.9975000023841858,4.342625617980957,0.04337645322084427,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,False,True,16,0,0,0,100,1
1764027972.8658936,11111,0,xor,200,100,100,100.0,1.0,1.0,0.24223250150680542,0.024330930784344673,1.0,4.087460517883301,0.026490654796361923,0.3856705129146576,0.10503792762756348,0.9800000190734863,3.5881738662719727,0.03513679653406143,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,False,True,16,0,0,0,100,1
1764027972.8658936,11111,1,xor,200,100,100,100.0,1.0,1.0,0.5108332633972168,0.09587116539478302,1.0,3.6783270835876465,0.059312473982572556,1.0417643785476685,0.11049976944923401,0.9599999785423279,4.299167633056641,0.09168080985546112,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,False,True,16,0,0,0,100,1
1764027985.2727842,11111,0,inner_square,400,100,100,100.0,1.0,1.0,0.0008020406821742654,0.11616956442594528,1.0,4.527838706970215,0.00885840691626072,0.007131311576813459,0.15650925040245056,0.9975000023841858,3.827470302581787,0.005055028945207596,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,True,16,0,0,0,100,1
1764027985.2727842,11111,1,inner_square,400,100,100,100.0,1.0,1.0,0.2359379082918167,0.1383582204580307,1.0,3.6802773475646973,0.009412257000803947,0.036086566746234894,0.18665598332881927,0.9700000286102295,4.440466403961182,0.065160371363163,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,True,16,0,0,0,100,1
1764028000.9803364,11111,0,og_noholdouts,1000,100,100,100.0,1.0,1.0,0.09883294999599457,0.07560698688030243,1.0,3.57094407081604,0.008225565776228905,0.007892269641160965,0.07519982755184174,1.0,3.5012738704681396,0.012122103944420815,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,True,16,0,0,0,100,1
1764028000.9803364,11111,1,og_noholdouts,1000,100,100,100.0,1.0,1.0,0.09858690947294235,0.06231384351849556,1.0,3.4909987449645996,0.00801519863307476,0.004192656371742487,0.06358450651168823,1.0,3.5649123191833496,0.002860788721591234,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,True,16,0,0,0,100,1
1764028016.2462585,11111,0,og_holdouts,800,100,100,100.0,0.999218761920929,1.0,0.11821188032627106,0.07621795684099197,1.0,3.714617967605591,0.013612961396574974,0.005748081021010876,0.10671078413724899,0.9962499737739563,3.708669424057007,0.008768122643232346,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,True,16,0,0,0,100,1
1764028016.2462585,11111,1,og_holdouts,800,100,100,100.0,0.999218761920929,1.0,0.0006881181034259498,0.09993647783994675,0.9987499713897705,3.7163572311401367,0.0073629580438137054,0.004908169619739056,0.07183954119682312,1.0,3.7267181873321533,0.012421108782291412,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,True,16,0,0,0,100,1
1764028031.5458891,11111,0,xor,200,100,100,100.0,1.0,1.0,0.0006941743195056915,0.006632902659475803,1.0,4.041321277618408,0.0007822340703569353,0.004293486941605806,0.06307589262723923,0.9950000047683716,3.4485654830932617,0.0009102656040340662,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,True,16,0,0,0,100,1
1764028031.5458891,11111,1,xor,200,100,100,100.0,1.0,1.0,0.029449133202433586,0.06307945400476456,1.0,3.440034866333008,0.0010798315051943064,0.25950077176094055,0.006988540291786194,1.0,4.044171333312988,0.0013531543081626296,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,True,16,0,0,0,100,1
1764028049.0321066,22222,0,inner_square,400,100,100,100.0,1.0,1.0,0.0007669766782782972,0.07069890946149826,1.0,4.395484924316406,0.021376771852374077,0.012573559768497944,0.09445084631443024,0.9700000286102295,3.6410274505615234,0.006260539870709181,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,False,16,0,0,0,100,1
1764028049.0321066,22222,1,inner_square,400,100,100,100.0,1.0,1.0,0.24580377340316772,0.07305760681629181,0.9975000023841858,3.6143031120300293,0.004831342492252588,0.025895603001117706,0.099026620388031,0.9850000143051147,4.451958656311035,0.06547147780656815,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,False,16,0,0,0,100,1
1764028066.3939998,22222,0,og_noholdouts,1000,100,100,100.0,0.9993749856948853,1.0,0.09866051375865936,0.07135946303606033,1.0,3.7061409950256348,0.00397823192179203,0.005655966233462095,0.07387896627187729,1.0,3.5513415336608887,0.0033520138822495937,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,False,16,0,0,0,100,1
1764028066.3939998,22222,1,og_noholdouts,1000,100,100,100.0,0.9993749856948853,1.0,0.09271329641342163,0.07754015922546387,1.0,3.5550103187561035,0.0043009258806705475,0.006586185656487942,0.0750710740685463,1.0,3.705486297607422,0.00506683811545372,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,False,16,0,0,0,100,1
1764028083.4978416,22222,0,og_holdouts,800,100,100,100.0,0.999218761920929,1.0,0.11569280177354813,0.07932639867067337,1.0,3.9246983528137207,0.008976663462817669,0.004800590220838785,0.09387163072824478,1.0,3.7119288444519043,0.005630295258015394,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,False,16,0,0,0,100,1
1764028083.4978416,22222,1,og_holdouts,800,100,100,100.0,0.999218761920929,1.0,0.0010485299862921238,0.08041759580373764,1.0,3.700042247772217,0.002310868352651596,0.0071472423151135445,0.07198133319616318,1.0,3.912491798400879,0.00558591540902853,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,False,16,0,0,0,100,1
1764028099.2692595,22222,0,xor,200,100,100,100.0,1.0,1.0,0.0005441360990516841,0.020626641809940338,1.0,3.6912102699279785,0.000767424120567739,0.004108006600290537,0.13558493554592133,1.0,3.8375091552734375,0.00129625853151083,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,False,16,0,0,0,100,1
1764028099.2692595,22222,1,xor,200,100,100,100.0,1.0,1.0,0.0005483877030201256,0.13326655328273773,1.0,3.83817195892334,0.0010930753778666258,0.004055909346789122,0.019332151859998703,1.0,3.6929421424865723,0.0008346948307007551,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,False,16,0,0,0,100,1
1764028112.3167365,22222,0,inner_square,400,100,100,100.0,1.0,1.0,0.6712526679039001,0.05733345448970795,1.0,7.43366813659668,0.12904255092144012,1.8129847049713135,0.09919261187314987,0.9800000190734863,6.346564292907715,0.08351311087608337,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,False,True,16,0,0,0,100,1
1764028112.3167365,22222,1,inner_square,400,100,100,100.0,1.0,1.0,0.26013195514678955,0.055521976202726364,1.0,3.985074996948242,0.031147902831435204,0.11777234822511673,0.1664101630449295,0.9350000023841858,4.774109840393066,0.14266549050807953,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,False,True,16,0,0,0,100,1
1764028125.0657785,22222,0,og_noholdouts,1000,100,100,100.0,0.9993749856948853,1.0,0.34875932335853577,0.0821196585893631,1.0,4.426283836364746,0.045205991715192795,0.717616617679596,0.08787889778614044,0.9990000128746033,4.156005859375,0.03841111809015274,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,False,True,16,0,0,0,100,1
1764028125.0657785,22222,1,og_noholdouts,1000,100,100,100.0,0.9993749856948853,1.0,0.16473603248596191,0.08438189327716827,1.0,4.986331462860107,0.04592062905430794,0.1938244253396988,0.08345318585634232,1.0,4.868992328643799,0.03972978517413139,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,False,True,16,0,0,0,100,1
1764028138.2117426,22222,0,og_holdouts,800,100,100,100.0,0.999218761920929,1.0,0.37779730558395386,0.09270815551280975,1.0,4.305595397949219,0.03016369789838791,0.4421975612640381,0.10490439087152481,0.9975000023841858,4.060382843017578,0.02714388817548752,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,False,True,16,0,0,0,100,1
1764028138.2117426,22222,1,og_holdouts,800,100,100,100.0,0.999218761920929,1.0,0.09980783611536026,0.10739027708768845,1.0,4.287728786468506,0.03907264396548271,0.26555749773979187,0.09883259981870651,0.9975000023841858,4.4799065589904785,0.04416586831212044,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,False,True,16,0,0,0,100,1
1764028151.180673,22222,0,xor,200,100,100,100.0,1.0,1.0,0.9456614255905151,0.048676833510398865,1.0,3.9324309825897217,0.06709347665309906,1.7465128898620605,0.30119553208351135,0.8949999809265137,4.182516574859619,0.08419102430343628,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,False,True,16,0,0,0,100,1
1764028151.180673,22222,1,xor,200,100,100,100.0,1.0,1.0,0.18502064049243927,0.14849643409252167,1.0,3.9153738021850586,0.016400324180722237,0.288283109664917,0.031280260533094406,1.0,3.752042770385742,0.025698009878396988,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,False,True,16,0,0,0,100,1
1764028163.552577,22222,0,inner_square,400,100,100,100.0,1.0,1.0,0.000674456066917628,0.06705591082572937,1.0,4.40445613861084,0.019376395270228386,0.008046591654419899,0.07788911461830139,0.9900000095367432,3.6261744499206543,0.002938592340797186,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,True,16,0,0,0,100,1
1764028163.552577,22222,1,inner_square,400,100,100,100.0,1.0,1.0,5.530683517456055,0.062489014118909836,0.9950000047683716,3.6530580520629883,0.0020660520531237125,9.92442512512207,0.10256791859865189,0.9800000190734863,4.582128047943115,0.04709956422448158,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,True,16,0,0,0,100,1
1764028179.0695746,22222,0,og_noholdouts,1000,100,100,100.0,0.9993749856948853,1.0,0.08466198295354843,0.06820336729288101,1.0,3.7001795768737793,0.003064802847802639,0.004931488540023565,0.07041852176189423,1.0,3.5468873977661133,0.002491270424798131,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,True,16,0,0,0,100,1
1764028179.0695746,22222,1,og_noholdouts,1000,100,100,100.0,0.9993749856948853,1.0,0.11465739458799362,0.06949551403522491,1.0,3.548828125,0.0023275765124708414,0.004977653734385967,0.0679696649312973,1.0,3.6955113410949707,0.0028860783204436302,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,True,16,0,0,0,100,1
1764028194.4263284,22222,0,og_holdouts,800,100,100,100.0,0.999218761920929,1.0,0.1256476640701294,0.07580100744962692,1.0,3.9235856533050537,0.007963228039443493,0.004303250927478075,0.08898063004016876,1.0,3.714223623275757,0.004557107109576464,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,True,16,0,0,0,100,1
1764028194.4263284,22222,1,og_holdouts,800,100,100,100.0,0.999218761920929,1.0,0.0006045952322892845,0.0842083990573883,1.0,3.7048678398132324,0.003395061707124114,0.003988072741776705,0.07351274788379669,1.0,3.9144647121429443,0.0068612247705459595,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,True,16,0,0,0,100,1
1764028209.5521536,22222,0,xor,200,100,100,100.0,1.0,1.0,0.0005846551503054798,0.01952979527413845,1.0,3.6942849159240723,0.0007998897926881909,0.004052880685776472,0.1343664675951004,1.0,3.834315299987793,0.0011716174194589257,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,True,16,0,0,0,100,1
1764028209.5521536,22222,1,xor,200,100,100,100.0,1.0,1.0,0.0007204799330793321,0.13356605172157288,1.0,3.8403024673461914,0.0011753842700272799,0.006287429016083479,0.019807614386081696,1.0,3.6992526054382324,0.0017458535730838776,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,True,16,0,0,0,100,1
1764028225.8569818,33333,0,inner_square,400,100,100,100.0,1.0,1.0,0.006750680040568113,0.1428557187318802,1.0,4.282081604003906,0.0014564961893483996,0.06254088878631592,0.09796825051307678,1.0,4.047791957855225,0.0009553227573633194,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,False,16,0,0,0,100,1
1764028225.8569818,33333,1,inner_square,400,100,100,100.0,1.0,1.0,0.2807881236076355,0.10202080011367798,0.9975000023841858,4.083900451660156,0.006942395120859146,0.027130886912345886,0.1939978152513504,0.9549999833106995,4.375180244445801,0.05375644564628601,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,False,16,0,0,0,100,1
1764028243.0109725,33333,0,og_noholdouts,1000,100,100,100.0,0.9993749856948853,1.0,0.0887942984700203,0.07226869463920593,1.0,3.688864231109619,0.00702486140653491,0.0073774708434939384,0.07451676577329636,0.996999979019165,3.5628509521484375,0.006749355234205723,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,False,16,0,0,0,100,1
1764028243.0109725,33333,1,og_noholdouts,1000,100,100,100.0,0.9993749856948853,1.0,0.09682837128639221,0.0651143416762352,0.999000072479248,3.558232307434082,0.004375486634671688,0.005929335951805115,0.06355585157871246,1.0,3.681328773498535,0.004914936143904924,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,False,16,0,0,0,100,1
1764028260.6445196,33333,0,og_holdouts,800,100,100,100.0,1.0,1.0,0.09571131318807602,0.07731325179338455,1.0,3.6923842430114746,0.0032903943210840225,0.0044942740350961685,0.09319829195737839,0.9962499737739563,3.8117690086364746,0.0055479626171290874,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,False,16,0,0,0,100,1
1764028260.6445196,33333,1,og_holdouts,800,100,100,100.0,1.0,1.0,0.0007003715727478266,0.09990337491035461,0.9950000047683716,3.8183069229125977,0.006197245791554451,0.006078222766518593,0.08324718475341797,0.9987499713897705,3.6941423416137695,0.0046574417501688,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,False,16,0,0,0,100,1
1764028275.7029307,33333,0,xor,200,100,100,100.0,1.0,1.0,0.0005094311200082302,0.008659224025905132,1.0,3.5065507888793945,0.0008934282814152539,0.0038765573408454657,0.05968884378671646,1.0,4.091033935546875,0.0009601134806871414,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,False,16,0,0,0,100,1
1764028275.7029307,33333,1,xor,200,100,100,100.0,1.0,1.0,0.00039658183231949806,0.0585499182343483,1.0,4.0888166427612305,0.0006171868881210685,0.003132164478302002,0.008668042719364166,1.0,3.5108251571655273,0.0009890221990644932,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,False,16,0,0,0,100,1
1764028288.16196,33333,0,inner_square,400,100,100,100.0,1.0,1.0,0.19825278222560883,0.11055132001638412,1.0,9.064254760742188,0.1797039955854416,0.6256686449050903,0.4517644941806793,0.824999988079071,8.638206481933594,0.142640620470047,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,False,True,16,0,0,0,100,1
1764028288.16196,33333,1,inner_square,400,100,100,100.0,1.0,1.0,0.3808535635471344,0.08075544983148575,1.0,5.852431297302246,0.12649819254875183,0.184040367603302,0.16596119105815887,0.9825000166893005,6.02109432220459,0.09609761089086533,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,False,True,16,0,0,0,100,1
1764028301.0318453,33333,0,og_noholdouts,1000,100,100,100.0,0.9993749856948853,1.0,0.3401227593421936,0.07555079460144043,1.0,3.804703950881958,0.02090558409690857,0.5461177229881287,0.07678408175706863,0.9980000257492065,3.6758384704589844,0.019601020961999893,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,False,True,16,0,0,0,100,1
1764028301.0318453,33333,1,og_noholdouts,1000,100,100,100.0,0.9993749856948853,1.0,0.2444758117198944,0.07615919411182404,1.0,4.923357963562012,0.042861465364694595,0.3225456774234772,0.07598713040351868,1.0,4.947295665740967,0.041925426572561264,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,False,True,16,0,0,0,100,1
1764028314.221878,33333,0,og_holdouts,800,100,100,100.0,1.0,1.0,0.1603548228740692,0.08756609261035919,1.0,4.397520065307617,0.040651001036167145,0.15390194952487946,0.10552361607551575,1.0,4.4542694091796875,0.04606904834508896,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,False,True,16,0,0,0,100,1
1764028314.221878,33333,1,og_holdouts,800,100,100,100.0,1.0,1.0,0.23835566639900208,0.10473361611366272,1.0,4.160415172576904,0.03880869597196579,0.502300500869751,0.08656486868858337,1.0,3.9648470878601074,0.023122698068618774,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,False,True,16,0,0,0,100,1
1764028327.0144565,33333,0,xor,200,100,100,100.0,1.0,1.0,0.12895731627941132,0.01734904572367668,1.0,3.652205467224121,0.02667110785841942,0.2109244167804718,0.11059311777353287,0.9850000143051147,4.257443904876709,0.03488944470882416,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,False,True,16,0,0,0,100,1
1764028327.0144565,33333,1,xor,200,100,100,100.0,1.0,1.0,0.1749950796365738,0.06896252930164337,1.0,4.195135116577148,0.016850411891937256,0.23440158367156982,0.015809960663318634,1.0,3.5800204277038574,0.021075503900647163,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,False,True,16,0,0,0,100,1
1764028339.6001167,33333,0,inner_square,400,100,100,100.0,1.0,1.0,0.0009616289753466845,0.12234612554311752,1.0,4.617605209350586,0.0076402537524700165,0.010577316395938396,0.12679162621498108,0.9800000190734863,4.37474250793457,0.0056536560878157616,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,True,16,0,0,0,100,1
1764028339.6001167,33333,1,inner_square,400,100,100,100.0,1.0,1.0,0.2807459235191345,0.09194581210613251,1.0,4.107083320617676,0.0062522864900529385,0.02363583818078041,0.19689682126045227,0.9674999713897705,4.431988716125488,0.04573669284582138,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,True,16,0,0,0,100,1
1764028354.373715,33333,0,og_noholdouts,1000,100,100,100.0,0.9993749856948853,1.0,0.12472065538167953,0.06169480085372925,1.0,3.6761879920959473,0.004372713156044483,0.005165951792150736,0.06338675320148468,1.0,3.5487446784973145,0.0038956895004957914,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,True,16,0,0,0,100,1
1764028354.373715,33333,1,og_noholdouts,1000,100,100,100.0,0.9993749856948853,1.0,0.09261038899421692,0.05995899811387062,1.0,3.5439538955688477,0.0028276857919991016,0.004146724473685026,0.058743804693222046,1.0,3.6712915897369385,0.0035972176119685173,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,True,16,0,0,0,100,1
1764028370.1946754,33333,0,og_holdouts,800,100,100,100.0,1.0,1.0,0.11810653656721115,0.07271035015583038,1.0,3.6829631328582764,0.001988375559449196,0.003687733318656683,0.08683186769485474,1.0,3.803713321685791,0.004826420918107033,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,True,16,0,0,0,100,1
1764028370.1946754,33333,1,og_holdouts,800,100,100,100.0,1.0,1.0,0.0009157611057162285,0.08647367358207703,1.0,3.8042855262756348,0.004467397928237915,0.00598518829792738,0.07299262285232544,1.0,3.680485725402832,0.0020203175954520702,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,True,16,0,0,0,100,1
1764028385.0509639,33333,0,xor,200,100,100,100.0,1.0,1.0,0.00041858627810142934,0.008708355948328972,1.0,3.5051631927490234,0.0006587989046238363,0.003542131744325161,0.059075016528367996,1.0,4.092923164367676,0.0011592530645430088,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,True,16,0,0,0,100,1
1764028385.0509639,33333,1,xor,200,100,100,100.0,1.0,1.0,0.0007055517635308206,0.06395349651575089,1.0,4.098017692565918,0.0010958968196064234,0.005670945625752211,0.010371646843850613,1.0,3.5203919410705566,0.002066768240183592,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,True,16,0,0,0,100,1
1764028401.424901,44444,0,inner_square,400,100,100,100.0,1.0,1.0,0.0006288205040618777,0.03203456103801727,1.0,3.9618678092956543,0.0024103333707898855,0.007014138158410788,0.11687809228897095,0.9925000071525574,3.600461721420288,0.0029456561896950006,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,False,16,0,0,0,100,1
1764028401.424901,44444,1,inner_square,400,100,100,100.0,1.0,1.0,0.23063963651657104,0.12083888053894043,0.9925000071525574,3.5812368392944336,0.0035980946850031614,0.022421183064579964,0.05079056695103645,0.9975000023841858,4.0209503173828125,0.04121730476617813,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,False,16,0,0,0,100,1
1764028418.2642167,44444,0,og_noholdouts,1000,100,100,100.0,0.9993749856948853,1.0,0.0867207869887352,0.06623217463493347,1.0,3.692330837249756,0.00877310149371624,0.00564078614115715,0.06651999801397324,1.0,3.6956241130828857,0.007277878001332283,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,False,16,0,0,0,100,1
1764028418.2642167,44444,1,og_noholdouts,1000,100,100,100.0,0.9993749856948853,1.0,0.0907343253493309,0.07522709667682648,0.999000072479248,3.7113165855407715,0.009473812766373158,0.008187721483409405,0.07455600798130035,1.0,3.698593854904175,0.010884329676628113,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,False,16,0,0,0,100,1
1764028435.0343552,44444,0,og_holdouts,800,100,100,100.0,0.999218761920929,1.0,0.1307099461555481,0.10200660675764084,0.9987499713897705,3.8166182041168213,0.006850630510598421,0.005201731808483601,0.11373376101255417,0.9987499713897705,3.832188844680786,0.0073774633929133415,linear,3000,0.025,50,False,mean,False,False,True,True,both,400,inf,float,True,False,16,0,0,0,100,1
